Participant,Paragraph,ParaText,Probe,wordCount_with_stopwords,syllableCount_with_stopwords,ease_of_reading,wordCount_without_stopwords,syllableCount_without_stopwords,sentiment,PP_CD,PP_NN,PP_JJ,PP_VBN,PP_VBP,PP_NNS,PP_VBD,PP_VBG,PP_DT,PP_IN,PP_JJS,PP_MD,PP_VB,PP_RB,PP_VBZ,PP_RBS,PP_JJR,PP_WRB,PP_RBR,PP_2_CD,PP_2_NN,PP_2_JJ,PP_2_VBN,PP_2_VBP,PP_2_NNS,PP_2_VBD,PP_2_VBG,PP_2_DT,PP_2_IN,PP_2_JJS,PP_2_MD,PP_2_VB,PP_2_RB,PP_2_VBZ,PP_2_RBS,PP_2_JJR,PP_2_WRB,PP_2_RBR,PP_3_CD,PP_3_NN,PP_3_JJ,PP_3_VBN,PP_3_VBP,PP_3_NNS,PP_3_VBD,PP_3_VBG,PP_3_DT,PP_3_IN,PP_3_JJS,PP_3_MD,PP_3_VB,PP_3_RB,PP_3_VBZ,PP_3_RBS,PP_3_JJR,PP_3_WRB,PP_3_RBR,PP_Gazes_z,PP_AOI_Gazes_z,PP_OffscreenPix_z,PP_OffscreenProp_z,PP_2_Gazes_z,PP_2_AOI_Gazes_z,PP_2_OffscreenPix_z,PP_2_OffscreenProp_z,PP_3_Gazes_z,PP_3_AOI_Gazes_z,PP_3_OffscreenPix_z,PP_3_OffscreenProp_z,PP_cluster_num_clusters_z,PP_cluster_avg_duration_z,PP_cluster_sd_duration_z,PP_cluster_skew_duration_z,PP_dispersion_z,PP_2_cluster_num_clusters_z,PP_2_cluster_avg_duration_z,PP_2_cluster_sd_duration_z,PP_2_cluster_skew_duration,PP_2_dispersion_z,PP_3_cluster_num_clusters_z,PP_3_cluster_avg_duration_z,PP_3_cluster_sd_duration_z,PP_3_cluster_skew_duration_z,PP_3_dispersion_z,TUT
593890eac6aa16000101f037,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.2598663663091123,-0.0336837983888832,3.2264289410762883,2.9607249223902983,1.833325453541924,0.5181571539396301,2.3182977671040725,2.3134647538650928,0.9808862698174744,-0.5568576882587725,2.9041888470861474,2.274236864863565,2.1581157574790506,0.0642148718446281,-0.2101970482164737,-0.5676740588995293,-0.2554375795386657,2.413514071973613,-0.0331259205828746,-0.2137788447131005,-0.9035161323163636,-0.9247488202785974,0.3703275560171153,-0.0663179465268333,-0.1532828447279407,-0.6844166796923653,-0.9638865948322786,1
596e1af7a09655000197d4bb,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,2.1752646081995537,1.823021659541865,1.428293148092356,1.415781194302591,1.3781124245812306,-0.1890089346013304,1.837792224077216,1.7427794171098618,1.8905673997644383,-0.4125678895061299,2.0227272906510243,2.15455495694124,2.657573892102464,0.237217938104172,0.0852278451174086,1.3706549532848555,0.0106343123608046,0.9959720540927356,0.1554298767956715,-0.0752662373924819,-0.8978688138078013,0.355099073339391,1.5102773849052704,0.0538590999816945,-0.1172149398266824,0.439471421263797,-0.8290321124850913,0
5af835d8e19f8c00019e6dc0,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.5217057328142134,3.628325529737124,-0.7906205915314871,-0.335169243968477,0.1808852582495744,1.396690010990539,-0.692057027137535,-0.6919159070765556,1.3271717170037431,1.7732785047790252,-0.2133197143669105,0.3246202835002273,3.2074199120686573,-2.24475042502642,0.6261092137764123,0.1641867073258765,-0.2260881186255233,1.455084897316691,-2.228014368625723,0.7581692674469891,0.1388174603513145,0.1754641516360146,2.4194571873144173,-1.6980641234573082,1.2744017827944674,-0.0314784365155088,-1.3307828076814527,0
5b07b71c68eff50001d1c859,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,0.9845797270028342,-0.9457249234181732,2.684664687425627,2.50897132840876,-0.3901927870873655,-0.924243380580736,0.8113224735216492,0.6894883039901936,1.752834955465005,0.4076122753403711,0.990391949850706,1.1682996262056058,0.9179920655265482,0.8599994584320445,1.0795598601643563,2.12898454433241,0.258410857485714,-0.6598067970972065,0.3634114191687717,-0.6494305341568943,0.4307499294697955,0.1727493370682107,1.778609626957687,-0.0264826381845464,-0.2950384201788001,-1.0908288530145296,-1.3002518786212909,0
5bd7971b0aac450001f951aa,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.0434919879036078,0.5378368349688479,1.2363567851415818,1.627738218082897,0.1651494376016797,0.3334332872372192,0.1938974384792025,0.5296692933466244,1.4800334949398952,2.309334248642963,0.1730482515459549,0.5211571311393665,0.7750158810955545,0.3289577252470999,-1.3920871963320016,0.2145431533634453,-0.587167629121409,0.1487404216243993,0.1936241639545241,0.2394270265704803,-0.9014955986140106,-0.2874146005965467,1.8396841621965183,0.607961406335999,-0.5701007351045311,1.5623677371041294,-0.5209637738388582,1
5c6477fe4f0ea90001782441,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,1.5479116623949485,1.678753791648287,1.2197851075028152,1.1631701083526516,0.8702850977413659,0.8174838770211208,-0.8512607679077075,-0.8750131630809976,0.7994221890194226,1.343494361793417,-0.3030427420637457,-0.3830378906659789,0.5300239667867344,1.398685891819153,0.0629500479197357,0.9084406018656892,0.2991800098668108,0.7368625879718015,-0.3642382713041556,-0.7842833027674103,-1.8997185922535675,-0.7110649731373823,0.1163467244166002,1.2313064721600318,0.8475156499739898,0.4093874000379801,-1.0889687510556028,0
5cb568ebf0e31e0017d9bf32,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,2.8349004663657986,3.417487727319706,2.6553030430659703,2.880946702270303,0.5121034217506846,0.9059672971880658,0.8236084087755744,0.7049366045681073,1.9029431999927284,1.677622849634309,2.105794652778852,1.996942600078786,2.165774412855624,-0.0577940002339204,-0.7800133160257308,1.671484980877807,-1.0164019759763132,0.4671278145374874,-0.439946832920029,-0.7861647985310032,-0.9096835044173648,0.2184535582162341,0.312705396508566,0.1207286376808344,0.155166675412533,0.0953603936388451,-0.949731059224959,0
5d4459c166881d001c4d5451,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,2.132145517115905,1.7551877492869212,1.570741232276735,2.059946619838077,0.4229697863649367,-0.4178821721557538,0.2044292542831335,0.5094851978244926,1.2172471898697144,0.7306224631314394,-0.2924114649872669,0.6345944768342343,1.579557854590263,0.4834246465091104,0.8258498822218436,0.3239025411889342,-0.5370684586764841,0.4239644890310274,-0.2974190575189964,-0.0536835772807403,0.0199339986822185,-0.4401644786376143,1.006699604996796,0.7037258494917217,0.9888672797428976,-0.3505542681199189,-0.4402278628213706,1
5d5497857aff650001a18c3c,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,2.0238938808472584,2.3467453785956645,0.9320176253970444,1.3102434231541145,0.315227814594697,0.5930049681864199,0.2505849726094072,0.2365484285079771,1.0252806960165393,1.411417159710734,-0.1376731667695953,0.0822047730275949,-0.9165346690238584,0.3061308247047007,1.5639973420747335,-0.7352098762822259,0.7557524956252607,0.530625334698023,1.0577952258186836,-0.4851307911296126,0.1627298484992379,0.2090311647551598,0.530625334698023,-0.194978776039368,0.1672805145509178,1.0994295541756482,0.0999658416359665,1
5d79375d794d900017671c07,4,discovered story claude hopkins years ago reporting book power habit explores science habit formation today hopkins almost totally forgotten shouldnt hopkins among first elucidate principles even influence video games designed public health campaigns managed explain people effortlessly exercise every morning others cant pass box doughnuts without automatically grabbing jellyfilled cruller,Y,81,131,50.87,50,100,1,0,14,7,3,3,7,1,2,1,2,0,0,0,6,4,0,0,0,0,0,11,6,1,0,6,2,4,0,0,1,1,1,2,0,0,0,0,0,1,10,3,1,2,10,5,6,1,1,0,0,0,0,0,0,0,0,0,3.2910774097796454,2.260432573135317,3.4684996821549974,3.1916866808587097,0.0227640695133702,0.0240106646615284,-0.3709005508068836,-0.099620302029563,2.4824976606647344,2.59886860836448,-0.0376695871913241,0.8440013890921179,2.939911646154304,-0.375812818172793,-0.6550145600316086,0.9370373543969424,-1.0714280441096655,0.185754293946952,-0.4825794089749828,-0.2562352472626318,0.5441174690902257,0.7900195022043344,2.3497350706813003,-0.3444004210717227,-1.0037844623999097,0.247083665655599,-0.4303025163154075,0
