Participant,Question,Correct,Paragraph,Question_RT,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp,cluster_num_clusters,cluster_avg_duration,cluster_sd_duration,cluster_skew_duration,dispersion,ParaText,Probe,sentiment,wordCount_with_stopwords,syllableCount_with_stopwords,ease_of_reading,wordCount_without_stopwords,syllableCount_without_stopwords,CD,NN,JJ,VBN,VBP,NNS,VBD,VBG,DT,IN,JJS,MD,VB,RB,VBZ,RBS,JJR,WRB,RBR
5e26341c63251a881e185ecf,1,1,1,-0.68468705796253,-0.1827969512188565,-0.3685936888826515,-0.3175416331035961,-0.1027753029209067,-0.2210656671994992,-0.0790096596202599,-0.0945996111282627,-0.2263008705421034,-0.4712346063258623,one day early 1900s prominent american businessman named claude c hopkins approached old friend amazing new creation minty frothy toothpaste named pepsodent promised going huge,N,1,-0.2965497091985613,-0.4162968519940406,0.3538588456979618,-0.1182871681355183,-0.3443580861184914,2.0,-0.3098086530872428,1.2614508480839586,2.0647416048350555,-0.1513968552071754,-0.9941348467724344,-0.5095101710852533,0.2537275751735184,-0.4999999999999999,-0.7831678476596117,-0.1601281538050871,-0.4364357804719847,-0.6048583789091339,-1.0206863588227368,-0.5270462766947299,-0.1601281538050871,-0.2294157338705618,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,2,1,2,-0.8328748403644515,0.3679183633357742,0.2457746616726242,0.3354686859828813,0.4808906497293607,-0.1504618748883451,-0.0719145441349835,-0.0774035861640176,0.0706972991446541,-1.0482513072269828,hopkins time one nations famous advertising executives ad man convinced americans buy schlitz beer boasting company cleaned bottles live steamwhile neglecting mention every company used method seduced millions women purchasing palmolive soap proclaiming cleopatra washed despite sputtering protests outraged historians,N,-1,1.0433426645889583,1.1620798380307578,-1.1919679882552452,0.9570507240055588,1.123397690779997,0.7499999999999999,0.2369124994196565,-0.3875045088885362,0.2294157338705617,0.3991371637280082,2.447101161285992,1.0582134322539878,2.960155043691049,2.0,0.7085804335967915,-0.1601281538050871,-0.4364357804719847,-0.6048583789091339,-1.0206863588227368,-0.5270462766947299,-0.1601281538050871,-0.2294157338705618,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,9,1,2,0.3500258219975274,0.3679183633357742,0.2457746616726242,0.3354686859828813,0.4808906497293607,-0.1504618748883451,-0.0719145441349835,-0.0774035861640176,0.0706972991446541,-1.0482513072269828,hopkins time one nations famous advertising executives ad man convinced americans buy schlitz beer boasting company cleaned bottles live steamwhile neglecting mention every company used method seduced millions women purchasing palmolive soap proclaiming cleopatra washed despite sputtering protests outraged historians,N,-1,1.0433426645889583,1.1620798380307578,-1.1919679882552452,0.9570507240055588,1.123397690779997,0.7499999999999999,0.2369124994196565,-0.3875045088885362,0.2294157338705617,0.3991371637280082,2.447101161285992,1.0582134322539878,2.960155043691049,2.0,0.7085804335967915,-0.1601281538050871,-0.4364357804719847,-0.6048583789091339,-1.0206863588227368,-0.5270462766947299,-0.1601281538050871,-0.2294157338705618,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,3,1,13,-0.914804493501449,0.627168748181826,1.199381188404074,-0.2167684357137076,0.127043165935136,-0.0563234851401396,-0.0806068576135157,-0.0810591393217258,0.4945379428613505,-0.8364897531094074,habits—no matter large small—have three components according neurological studies theres cue—a trigger particular behavior routine behavior reward brain decides whether remember habit future hopkins identified tooth film found cue existed eons moreover reward hopkins promising hard resist doesnt want prettier smile particularly takes quick brush pepsodent,N,1,1.5950630537955843,1.661899123205277,0.1140747842586853,1.3871858808619897,1.575014852902609,0.7499999999999999,0.7836336519265559,2.250824062267456,1.1470786693528088,0.9496711826631918,0.5353033790313108,-0.5095101710852533,0.2537275751735184,-0.4999999999999999,0.7085804335967915,-0.1601281538050871,-0.4364357804719847,1.00809729818189,0.1134095954247485,2.6352313834736494,-0.1601281538050871,4.358898943540674,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,10,1,13,-0.4060168050481695,0.627168748181826,1.199381188404074,-0.2167684357137076,0.127043165935136,-0.0563234851401396,-0.0806068576135157,-0.0810591393217258,0.4945379428613505,-0.8364897531094074,habits—no matter large small—have three components according neurological studies theres cue—a trigger particular behavior routine behavior reward brain decides whether remember habit future hopkins identified tooth film found cue existed eons moreover reward hopkins promising hard resist doesnt want prettier smile particularly takes quick brush pepsodent,N,1,1.5950630537955843,1.661899123205277,0.1140747842586853,1.3871858808619897,1.575014852902609,0.7499999999999999,0.7836336519265559,2.250824062267456,1.1470786693528088,0.9496711826631918,0.5353033790313108,-0.5095101710852533,0.2537275751735184,-0.4999999999999999,0.7085804335967915,-0.1601281538050871,-0.4364357804719847,1.00809729818189,0.1134095954247485,2.6352313834736494,-0.1601281538050871,4.358898943540674,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,4,1,35,-0.069646850594616,-0.1689907177063449,-0.7559128664066297,1.0892522024592477,1.2250647393584515,-0.4328770441329617,-0.069126742744336,-0.0518348348982397,-0.4288938599110157,-0.2439838488698621,claude hopkins turns wasnt selling beautiful teeth selling sensation people craved cool tingling—once equated cleanliness—brushing became habit hopkins success driven factors caused julio monkey touch lever,N,1,-0.0600981138242931,-0.074315235822001,0.3446363817964514,-0.0465979753261132,-0.0432799780367502,-0.5,-0.1275682689182763,-0.0577134374940372,0.2294157338705617,-0.7019308741423591,0.5353033790313108,0.6662825314191776,0.9303344423029012,-0.4999999999999999,-0.7831678476596117,-0.1601281538050871,-0.4364357804719847,-0.6048583789091339,-1.0206863588227368,0.5270462766947299,-0.1601281538050871,-0.2294157338705618,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,6,1,35,-0.5428380869304645,-0.1689907177063449,-0.7559128664066297,1.0892522024592477,1.2250647393584515,-0.4328770441329617,-0.069126742744336,-0.0518348348982397,-0.4288938599110157,-0.2439838488698621,claude hopkins turns wasnt selling beautiful teeth selling sensation people craved cool tingling—once equated cleanliness—brushing became habit hopkins success driven factors caused julio monkey touch lever,N,1,-0.0600981138242931,-0.074315235822001,0.3446363817964514,-0.0465979753261132,-0.0432799780367502,-0.5,-0.1275682689182763,-0.0577134374940372,0.2294157338705617,-0.7019308741423591,0.5353033790313108,0.6662825314191776,0.9303344423029012,-0.4999999999999999,-0.7831678476596117,-0.1601281538050871,-0.4364357804719847,-0.6048583789091339,-1.0206863588227368,0.5270462766947299,-0.1601281538050871,-0.2294157338705618,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,4,1,36,-0.069646850594616,0.0779874595730299,-0.5422195270830554,0.7788707544983907,0.8821609921764195,-0.3308937885724057,-0.0678113956398211,-0.0696974783217797,0.4172689227610761,-0.6177586892964688,soon companies discovered hopkins really selling started imitating within decades almost every toothpaste contained oils chemicals caused gums tingle soon pepsodent started getting outsold even today almost toothpastes contain additives sole job making mouth tingle brush,Y,1,0.3339878784661539,0.5307291620208384,-0.4357259483313724,0.6702939527679382,0.7470500556778205,-0.5,-0.4920490372562093,-0.3875045088885362,0.2294157338705617,-0.1513968552071754,0.917662935482247,0.6662825314191776,1.6069413094322835,2.0,0.7085804335967915,-0.1601281538050871,-0.4364357804719847,-0.6048583789091339,3.5156974581672045,0.5270462766947299,-0.1601281538050871,-0.2294157338705618,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,5,1,37,-0.0231794402156527,0.1439505752439188,-0.6704355306772,1.859159430517996,2.0057179510281844,-0.3230489227600552,-0.0704577647400517,-0.0798338355899933,0.1829866675311725,-1.0368225629015249,studies indicate anyone use basic formula create habits want exercise choose cue going gym soon wake reward smoothie workout think smoothie endorphin rush youll feel allow anticipate reward eventually craving make easier push gym doors every day,N,0,1.2797942599632266,1.056854725362438,0.8078878377723324,0.7419831455773434,0.6341457651471675,-0.5,1.3303548044334552,-0.0577134374940372,-0.6882472016116852,2.6012732394687426,-0.2294157338705618,-0.9014410719200636,0.2537275751735184,2.0,-0.7831678476596117,-0.1601281538050871,-0.4364357804719847,1.00809729818189,0.6804575725484912,-0.5270462766947299,-0.1601281538050871,4.358898943540674,-0.3333333333333333,-0.1601281538050871
5e26341c63251a881e185ecf,7,1,37,0.2254588871747865,0.1439505752439188,-0.6704355306772,1.859159430517996,2.0057179510281844,-0.3230489227600552,-0.0704577647400517,-0.0798338355899933,0.1829866675311725,-1.0368225629015249,studies indicate anyone use basic formula create habits want exercise choose cue going gym soon wake reward smoothie workout think smoothie endorphin rush youll feel allow anticipate reward eventually craving make easier push gym doors every day,N,0,1.2797942599632266,1.056854725362438,0.8078878377723324,0.7419831455773434,0.6341457651471675,-0.5,1.3303548044334552,-0.0577134374940372,-0.6882472016116852,2.6012732394687426,-0.2294157338705618,-0.9014410719200636,0.2537275751735184,2.0,-0.7831678476596117,-0.1601281538050871,-0.4364357804719847,1.00809729818189,0.6804575725484912,-0.5270462766947299,-0.1601281538050871,4.358898943540674,-0.3333333333333333,-0.1601281538050871
